DATA,ABERTURA,MAXIMA,MINIMA,FECHAMENTO,BINARIO
2020-04-23 13:00:00,1.20313,1.20313,1.20267,1.20251,0
2020-04-23 13:05:00,1.2025,1.20322,1.2025,1.20311,0
2020-04-23 13:10:00,1.20309,1.20341,1.20309,1.20325,1
2020-04-23 13:15:00,1.20325,1.20351,1.20325,1.20419,1
2020-04-23 13:20:00,1.20419,1.20428,1.20394,1.20381,1
2020-04-23 13:25:00,1.20386,1.20446,1.20386,1.20432,0
2020-04-23 13:30:00,1.20435,1.20468,1.20401,1.20418,1
2020-04-23 13:35:00,1.20419,1.20457,1.20419,1.20417,1
2020-04-23 13:40:00,1.20417,1.20432,1.2037,1.2039,0
2020-04-23 13:45:00,1.2039,1.2039,1.20353,1.2037,0
2020-04-23 13:50:00,1.2037,1.20469,1.2037,1.20447,1
2020-04-23 13:55:00,1.20447,1.20531,1.20447,1.20502,1
2020-04-23 14:00:00,1.20502,1.20574,1.20502,1.20572,1
2020-04-23 14:05:00,1.20572,1.20641,1.20572,1.20619,1
2020-04-23 14:10:00,1.20619,1.20619,1.20557,1.20536,0
2020-04-23 14:15:00,1.20538,1.20601,1.20538,1.20597,0
2020-04-23 14:20:00,1.20596,1.20596,1.20573,1.206,1
2020-04-23 14:25:00,1.206,1.20641,1.206,1.20653,1
2020-04-23 14:30:00,1.20654,1.20654,1.20592,1.20589,0
2020-04-23 14:35:00,1.20589,1.20651,1.20589,1.20633,0
2020-04-23 14:40:00,1.20632,1.20632,1.20578,1.20621,0
2020-04-23 14:45:00,1.20621,1.20634,1.20597,1.20603,1
2020-04-23 14:50:00,1.20603,1.20648,1.20603,1.20602,1
2020-04-23 14:55:00,1.20606,1.20649,1.20606,1.20641,1
2020-04-23 15:00:00,1.20639,1.20639,1.20605,1.20567,0
2020-04-24 03:00:00,1.20635,1.20675,1.20607,1.20611,1
2020-04-24 03:05:00,1.20606,1.20633,1.20543,1.2058,0
2020-04-24 03:10:00,1.2058,1.20648,1.20572,1.20663,1
2020-04-24 03:15:00,1.20661,1.2068,1.2063,1.20609,1
2020-04-24 03:20:00,1.20611,1.20611,1.20575,1.20594,0
2020-04-24 03:25:00,1.20593,1.20657,1.20593,1.20648,1
2020-04-24 03:30:00,1.20647,1.20682,1.20598,1.20684,1
2020-04-24 03:35:00,1.20683,1.20683,1.2059,1.2063,0
2020-04-24 03:40:00,1.20629,1.20675,1.20607,1.20661,1
2020-04-24 03:45:00,1.20659,1.20659,1.20637,1.20647,1
2020-04-24 03:50:00,1.20647,1.20647,1.2061,1.20602,0
2020-04-24 03:55:00,1.206,1.20639,1.20587,1.20591,0
2020-04-24 04:00:00,1.2059,1.20629,1.2059,1.20606,1
2020-04-24 04:05:00,1.20602,1.20621,1.20554,1.2056,0
2020-04-24 04:10:00,1.20557,1.2059,1.20557,1.20546,1
2020-04-24 04:15:00,1.20546,1.20546,1.20445,1.20456,0
2020-04-24 04:20:00,1.20456,1.20506,1.20456,1.20456,1
2020-04-24 04:25:00,1.20456,1.20456,1.20356,1.20409,0
2020-04-24 04:30:00,1.20407,1.20421,1.20306,1.2032,0
2020-04-24 04:35:00,1.20325,1.20325,1.20262,1.20297,0
2020-04-24 04:40:00,1.20297,1.2035,1.20289,1.2034,1
2020-04-24 04:45:00,1.2034,1.20342,1.20287,1.20358,0
2020-04-24 04:50:00,1.20357,1.20395,1.20325,1.20366,1
2020-04-24 04:55:00,1.20365,1.20365,1.20282,1.20286,0
2020-04-24 05:00:00,1.20286,1.20382,1.20286,1.20414,1
2020-04-24 05:05:00,1.20414,1.20442,1.2039,1.20424,1
2020-04-24 05:10:00,1.20424,1.20482,1.20409,1.20462,1
2020-04-24 05:15:00,1.20463,1.20551,1.20463,1.20536,1
2020-04-24 05:20:00,1.20538,1.20538,1.20476,1.20516,1
2020-04-24 05:25:00,1.20516,1.20519,1.20465,1.2049,0
2020-04-24 05:30:00,1.20488,1.20488,1.204,1.20402,0
2020-04-24 05:35:00,1.20402,1.20402,1.20344,1.20365,0
2020-04-24 05:40:00,1.20365,1.20365,1.20286,1.20322,0
2020-04-24 05:45:00,1.20321,1.20356,1.20299,1.20333,1
2020-04-24 05:50:00,1.20334,1.20362,1.20334,1.20327,1
2020-04-24 05:55:00,1.20329,1.20361,1.20328,1.20377,0
2020-04-24 06:00:00,1.20378,1.20399,1.20365,1.20387,1
2020-04-24 06:05:00,1.20387,1.20411,1.20387,1.20387,1
2020-04-24 06:10:00,1.20387,1.20387,1.20328,1.20328,0
2020-04-24 06:15:00,1.20326,1.20388,1.20326,1.20383,0
2020-04-24 06:20:00,1.20382,1.204,1.2038,1.20435,1
2020-04-24 06:25:00,1.20436,1.20436,1.20385,1.20394,1
2020-04-24 06:30:00,1.20393,1.20393,1.20359,1.20383,0
2020-04-24 06:35:00,1.20386,1.20386,1.20347,1.20339,0
2020-04-24 06:40:00,1.20337,1.20396,1.20233,1.2028,0
2020-04-24 06:45:00,1.20281,1.20376,1.20281,1.20373,1
2020-04-24 06:50:00,1.20375,1.20446,1.20339,1.20444,1
2020-04-24 06:55:00,1.20445,1.20485,1.20419,1.2047,1
2020-04-24 07:00:00,1.2047,1.20571,1.2047,1.20523,1
2020-04-24 07:05:00,1.20523,1.2056,1.20523,1.20539,1
2020-04-24 07:10:00,1.2054,1.20636,1.20515,1.20605,0
2020-04-24 07:15:00,1.20603,1.20672,1.20603,1.20645,1
2020-04-24 07:20:00,1.20648,1.20648,1.20551,1.20594,0
2020-04-24 07:25:00,1.20594,1.20639,1.20537,1.20603,0
2020-04-24 07:30:00,1.20605,1.20626,1.20573,1.20607,1
2020-04-24 07:35:00,1.20606,1.20636,1.20582,1.20613,1
2020-04-24 07:40:00,1.20608,1.20608,1.20551,1.2056,0
2020-04-24 07:45:00,1.2056,1.20578,1.20498,1.20503,0
2020-04-24 07:50:00,1.20502,1.20545,1.20474,1.20479,0
2020-04-24 07:55:00,1.20479,1.20493,1.20447,1.20467,0
2020-04-24 08:00:00,1.20467,1.20467,1.20361,1.20391,0
2020-04-24 08:05:00,1.20391,1.20491,1.20375,1.20466,1
2020-04-24 08:10:00,1.20466,1.20466,1.20365,1.20408,0
2020-04-24 08:15:00,1.20407,1.20407,1.2028,1.2027,0
2020-04-24 08:20:00,1.2027,1.20319,1.2027,1.20271,0
2020-04-24 08:25:00,1.2027,1.2027,1.20222,1.20255,0
2020-04-24 08:30:00,1.20255,1.20301,1.20255,1.20329,1
2020-04-24 08:35:00,1.20331,1.20409,1.20331,1.20284,1
2020-04-24 08:40:00,1.20285,1.20318,1.2027,1.20319,0
2020-04-24 08:45:00,1.2032,1.2034,1.20278,1.20329,1
2020-04-24 08:50:00,1.20329,1.2038,1.20329,1.20363,1
2020-04-24 08:55:00,1.20363,1.20439,1.20363,1.20433,1
2020-04-24 09:00:00,1.20431,1.20464,1.20424,1.20452,1
2020-04-24 09:05:00,1.20452,1.20452,1.20404,1.20434,0
2020-04-24 09:10:00,1.20435,1.20469,1.20403,1.20442,0
2020-04-24 09:15:00,1.20441,1.20451,1.20404,1.20414,1
2020-04-24 09:20:00,1.20412,1.20423,1.20357,1.20364,0
2020-04-24 09:25:00,1.20363,1.20418,1.20351,1.2041,0
2020-04-24 09:30:00,1.20415,1.20415,1.20366,1.20394,1
2020-04-24 09:35:00,1.20395,1.20421,1.20351,1.20329,0
2020-04-24 09:40:00,1.20329,1.20368,1.2031,1.20362,0
2020-04-24 09:45:00,1.2036,1.20443,1.2036,1.20435,1
2020-04-24 09:50:00,1.20435,1.20435,1.20301,1.20341,0
2020-04-24 09:55:00,1.20341,1.20341,1.20247,1.202,0
2020-04-24 10:00:00,1.202,1.202,1.20133,1.20138,0
2020-04-24 10:05:00,1.20138,1.20175,1.20138,1.20158,1
2020-04-24 10:10:00,1.2016,1.20173,1.20144,1.20196,1
2020-04-24 10:15:00,1.20194,1.20203,1.20176,1.20186,1
2020-04-24 10:20:00,1.20186,1.20186,1.20066,1.2009,0
2020-04-24 10:25:00,1.20095,1.20191,1.20095,1.20184,1
2020-04-24 10:30:00,1.20184,1.20184,1.20098,1.20103,1
2020-04-24 10:35:00,1.20102,1.20198,1.20102,1.20179,1
2020-04-24 10:40:00,1.20176,1.20204,1.20146,1.20177,1
2020-04-24 10:45:00,1.2018,1.20222,1.20158,1.20177,1
2020-04-24 10:50:00,1.20175,1.20175,1.20129,1.20154,0
2020-04-24 10:55:00,1.20154,1.20154,1.20065,1.20072,0
2020-04-24 11:00:00,1.20073,1.2016,1.20073,1.20122,1
2020-04-24 11:05:00,1.20125,1.20155,1.20125,1.20114,1
2020-04-24 11:10:00,1.20114,1.20191,1.20114,1.20143,0
2020-04-24 11:15:00,1.20145,1.20161,1.20087,1.20142,0
2020-04-24 11:20:00,1.20142,1.20201,1.20142,1.20208,1
2020-04-24 11:25:00,1.20208,1.20239,1.20163,1.20226,1
2020-04-24 11:30:00,1.20227,1.20246,1.20203,1.20208,1
2020-04-24 11:35:00,1.20208,1.20232,1.20196,1.20209,0
2020-04-24 11:40:00,1.20211,1.20242,1.20203,1.2021,1
2020-04-24 11:45:00,1.20209,1.20253,1.20209,1.20244,1
2020-04-24 11:50:00,1.20245,1.20266,1.20229,1.20263,1
2020-04-24 11:55:00,1.20264,1.20313,1.2026,1.20299,1
2020-04-24 12:00:00,1.20301,1.20301,1.20219,1.20219,0
2020-04-24 12:05:00,1.20219,1.20256,1.20219,1.20247,-1
2020-04-24 12:10:00,1.20244,1.20306,1.20244,1.20286,1
2020-04-24 12:15:00,1.20286,1.20309,1.20252,1.20309,1
2020-04-24 12:20:00,1.2031,1.2031,1.20261,1.20288,1
2020-04-24 12:25:00,1.20289,1.20339,1.20289,1.20278,1
2020-04-24 12:30:00,1.2028,1.20323,1.20278,1.20324,0
2020-04-24 12:35:00,1.20322,1.20322,1.20292,1.2031,1
2020-04-24 12:40:00,1.20312,1.20344,1.20312,1.20318,1
2020-04-24 12:45:00,1.20323,1.20337,1.20291,1.20298,0
2020-04-24 12:50:00,1.20296,1.20321,1.20296,1.20311,1
2020-04-24 12:55:00,1.20311,1.20326,1.20286,1.20307,0
2020-04-24 13:00:00,1.20309,1.20351,1.203,1.20347,1
2020-04-24 13:05:00,1.20346,1.20372,1.20323,1.20351,1
2020-04-24 13:10:00,1.2035,1.2035,1.2031,1.20314,0
2020-04-24 13:15:00,1.20318,1.20346,1.20318,1.20334,1
2020-04-24 13:20:00,1.20336,1.20386,1.20336,1.20377,1
2020-04-24 13:25:00,1.20375,1.20402,1.20374,1.20408,1
2020-04-24 13:30:00,1.20408,1.20441,1.20408,1.20428,1
2020-04-24 13:35:00,1.20428,1.20428,1.20378,1.20397,0
2020-04-24 13:40:00,1.20399,1.20426,1.20399,1.20424,1
2020-04-24 13:45:00,1.20424,1.20443,1.20416,1.20435,1
2020-04-24 13:50:00,1.20435,1.20486,1.20435,1.2049,1
2020-04-24 13:55:00,1.20488,1.205,1.20429,1.20458,0
2020-04-24 14:00:00,1.20461,1.20461,1.20416,1.20446,0
2020-04-24 14:05:00,1.20447,1.20493,1.20407,1.20485,0
2020-04-24 14:10:00,1.20485,1.20495,1.20476,1.20466,1
2020-04-24 14:15:00,1.20465,1.20477,1.20435,1.20446,0
2020-04-24 14:20:00,1.20446,1.20493,1.20446,1.20483,1
2020-04-24 14:25:00,1.20485,1.20505,1.20484,1.20501,1
2020-04-24 14:30:00,1.20501,1.20543,1.20501,1.20511,1
2020-04-24 14:35:00,1.20511,1.20549,1.20511,1.20543,1
2020-04-24 14:40:00,1.20546,1.20546,1.20503,1.20503,0
2020-04-24 14:45:00,1.20503,1.20503,1.2048,1.20472,0
2020-04-24 14:50:00,1.20472,1.20472,1.20457,1.2048,0
2020-04-24 14:55:00,1.2048,1.20521,1.20446,1.20448,0
2020-04-24 15:00:00,1.20448,1.20456,1.20428,1.20431,0
2020-04-27 03:00:00,1.21063,1.2109,1.21051,1.21032,1
2020-04-27 03:05:00,1.21032,1.21058,1.21024,1.21046,0
2020-04-27 03:10:00,1.21046,1.21055,1.20998,1.21005,0
2020-04-27 03:15:00,1.21005,1.21035,1.20977,1.21005,0
2020-04-27 03:20:00,1.21007,1.21024,1.20974,1.21017,0
2020-04-27 03:25:00,1.21017,1.21034,1.20991,1.21012,1
2020-04-27 03:30:00,1.21011,1.21065,1.21011,1.20993,1
2020-04-27 03:35:00,1.20996,1.21033,1.20966,1.20969,0
2020-04-27 03:40:00,1.20968,1.20968,1.2094,1.20961,0
2020-04-27 03:45:00,1.20961,1.20961,1.2091,1.20931,0
2020-04-27 03:50:00,1.2093,1.20948,1.20924,1.20899,1
2020-04-27 03:55:00,1.20901,1.20934,1.20897,1.20907,0
2020-04-27 04:00:00,1.20906,1.20957,1.20906,1.2097,1
2020-04-27 04:05:00,1.20966,1.21001,1.20948,1.20927,1
2020-04-27 04:10:00,1.20929,1.20929,1.20882,1.20908,0
2020-04-27 04:15:00,1.20907,1.20944,1.20891,1.20923,1
2020-04-27 04:20:00,1.20923,1.20935,1.20887,1.20934,0
2020-04-27 04:25:00,1.20934,1.20934,1.20854,1.20855,0
2020-04-27 04:30:00,1.20853,1.20853,1.2079,1.20787,0
2020-04-27 04:35:00,1.20787,1.20812,1.20766,1.20809,0
2020-04-27 04:40:00,1.20808,1.20808,1.20767,1.20799,1
2020-04-27 04:45:00,1.20798,1.20833,1.20798,1.20787,1
2020-04-27 04:50:00,1.20788,1.20799,1.20755,1.20796,0
2020-04-27 04:55:00,1.20791,1.20791,1.20737,1.20737,0
2020-04-27 05:00:00,1.20737,1.20866,1.20724,1.20859,0
2020-04-27 05:05:00,1.20861,1.20861,1.20826,1.20856,1
2020-04-27 05:10:00,1.20855,1.20855,1.20822,1.20828,0
2020-04-27 05:15:00,1.20829,1.20836,1.20806,1.20825,0
2020-04-27 05:20:00,1.20825,1.20825,1.20756,1.20786,0
2020-04-27 05:25:00,1.20787,1.20847,1.20787,1.20847,1
2020-04-27 05:30:00,1.20847,1.20867,1.20821,1.20876,1
2020-04-27 05:35:00,1.20875,1.20892,1.20855,1.20888,1
2020-04-27 05:40:00,1.20888,1.20953,1.20888,1.20947,1
2020-04-27 05:45:00,1.20948,1.20948,1.20852,1.20872,0
2020-04-27 05:50:00,1.20874,1.20933,1.2086,1.20925,1
2020-04-27 05:55:00,1.20926,1.20937,1.20911,1.20918,1
2020-04-27 06:00:00,1.2092,1.20955,1.20915,1.20951,1
2020-04-27 06:05:00,1.20951,1.20951,1.2084,1.20848,0
2020-04-27 06:10:00,1.20846,1.20846,1.20797,1.20823,0
2020-04-27 06:15:00,1.20821,1.20882,1.20821,1.20853,1
2020-04-27 06:20:00,1.20852,1.20904,1.20852,1.20888,1
2020-04-27 06:25:00,1.2089,1.20937,1.2089,1.20931,1
2020-04-27 06:30:00,1.20931,1.20944,1.209,1.209,1
2020-04-27 06:35:00,1.20896,1.20966,1.20896,1.20961,0
2020-04-27 06:40:00,1.20962,1.21058,1.20962,1.21018,1
2020-04-27 06:45:00,1.21021,1.21066,1.21003,1.21031,1
2020-04-27 06:50:00,1.21031,1.21084,1.21031,1.21063,1
2020-04-27 06:55:00,1.21066,1.21084,1.21053,1.21097,1
2020-04-27 07:00:00,1.21097,1.21122,1.21097,1.21151,1
2020-04-27 07:05:00,1.21149,1.2118,1.21149,1.21136,1
2020-04-27 07:10:00,1.21135,1.21177,1.21124,1.21133,0
2020-04-27 07:15:00,1.21133,1.21176,1.21118,1.2111,0
2020-04-27 07:20:00,1.2111,1.2111,1.21071,1.21116,0
2020-04-27 07:25:00,1.21117,1.21117,1.21095,1.2109,1
2020-04-27 07:30:00,1.2109,1.21135,1.21078,1.2111,0
2020-04-27 07:35:00,1.2111,1.21119,1.2106,1.21083,0
2020-04-27 07:40:00,1.21083,1.21083,1.21047,1.21099,0
2020-04-27 07:45:00,1.21101,1.21104,1.2103,1.21036,0
2020-04-27 07:50:00,1.21036,1.21036,1.20943,1.20971,0
2020-04-27 07:55:00,1.2097,1.21008,1.20956,1.21006,1
2020-04-27 08:00:00,1.21007,1.21069,1.20962,1.20996,1
2020-04-27 08:05:00,1.20996,1.21037,1.20994,1.21014,1
2020-04-27 08:10:00,1.21011,1.2102,1.21,1.20988,1
2020-04-27 08:15:00,1.20986,1.20999,1.20971,1.20987,0
2020-04-27 08:20:00,1.20987,1.20987,1.20949,1.20961,0
2020-04-27 08:25:00,1.2096,1.2096,1.20902,1.20919,0
2020-04-27 08:30:00,1.20918,1.20937,1.20918,1.20905,1
2020-04-27 08:35:00,1.20905,1.20941,1.20889,1.20949,0
2020-04-27 08:40:00,1.20947,1.20972,1.20927,1.20949,1
2020-04-27 08:45:00,1.20946,1.20979,1.20923,1.20939,0
2020-04-27 08:50:00,1.20938,1.20997,1.20938,1.20985,1
2020-04-27 08:55:00,1.20984,1.21008,1.20967,1.20967,1
2020-04-27 09:00:00,1.20966,1.20997,1.20966,1.20964,0
2020-04-27 09:05:00,1.20962,1.21009,1.20962,1.20957,0
2020-04-27 09:10:00,1.20957,1.21021,1.20957,1.20984,0
2020-04-27 09:15:00,1.20983,1.21037,1.20983,1.21039,1
2020-04-27 09:20:00,1.21039,1.21073,1.21016,1.21041,1
2020-04-27 09:25:00,1.21043,1.21082,1.21043,1.21099,1
2020-04-27 09:30:00,1.21095,1.21101,1.21064,1.21072,1
2020-04-27 09:35:00,1.21071,1.21071,1.2103,1.21041,0
2020-04-27 09:40:00,1.21044,1.21133,1.21044,1.21105,1
2020-04-27 09:45:00,1.21103,1.21176,1.21103,1.21171,1
2020-04-27 09:50:00,1.2117,1.2117,1.21151,1.2116,1
2020-04-27 09:55:00,1.2116,1.21223,1.21151,1.21217,-1
2020-04-27 10:00:00,1.21217,1.21248,1.21145,1.21171,0
2020-04-27 10:05:00,1.2117,1.2117,1.21113,1.21166,0
2020-04-27 10:10:00,1.21164,1.21164,1.21054,1.21082,0
2020-04-27 10:15:00,1.21083,1.21107,1.21058,1.21079,1
2020-04-27 10:20:00,1.21079,1.21116,1.21079,1.21103,1
2020-04-27 10:25:00,1.21106,1.21126,1.21086,1.21089,1
2020-04-27 10:30:00,1.21088,1.21088,1.21066,1.21113,0
2020-04-27 10:35:00,1.21113,1.21113,1.21065,1.21108,0
2020-04-27 10:40:00,1.21109,1.21148,1.21109,1.2112,1
2020-04-27 10:45:00,1.21119,1.21119,1.21065,1.21081,0
2020-04-27 10:50:00,1.21079,1.2112,1.21079,1.21114,1
2020-04-27 10:55:00,1.21114,1.21139,1.21038,1.2106,0
2020-04-27 11:00:00,1.21059,1.21082,1.2105,1.2108,1
2020-04-27 11:05:00,1.21079,1.21131,1.21079,1.21127,1
2020-04-27 11:10:00,1.21127,1.21155,1.21072,1.21111,0
2020-04-27 11:15:00,1.21109,1.21133,1.21103,1.21104,1
2020-04-27 11:20:00,1.21101,1.21119,1.21084,1.21132,0
2020-04-27 11:25:00,1.21132,1.21145,1.21113,1.21113,1
2020-04-27 11:30:00,1.21112,1.21152,1.21109,1.21146,0
2020-04-27 11:35:00,1.21148,1.21183,1.21148,1.21167,1
2020-04-27 11:40:00,1.21167,1.21188,1.21167,1.2118,1
2020-04-27 11:45:00,1.2118,1.21192,1.2118,1.21176,1
2020-04-27 11:50:00,1.21177,1.21199,1.21167,1.21196,0
2020-04-27 11:55:00,1.21196,1.21201,1.21184,1.21195,1
2020-04-27 12:00:00,1.21194,1.21194,1.21173,1.21178,0
2020-04-27 12:05:00,1.21178,1.21197,1.21157,1.21164,0
2020-04-27 12:10:00,1.21165,1.21182,1.21147,1.21169,0
2020-04-27 12:15:00,1.21168,1.21231,1.21168,1.21231,1
2020-04-27 12:20:00,1.21229,1.21238,1.21194,1.21186,1
2020-04-27 12:25:00,1.21185,1.21185,1.21163,1.21147,0
2020-04-27 12:30:00,1.21146,1.21168,1.21136,1.21158,0
2020-04-27 12:35:00,1.21156,1.21178,1.21156,1.21146,1
2020-04-27 12:40:00,1.21146,1.21146,1.2113,1.21126,0
2020-04-27 12:45:00,1.21128,1.21142,1.21112,1.21126,0
2020-04-27 12:50:00,1.21124,1.21161,1.21124,1.2115,1
2020-04-27 12:55:00,1.2115,1.21158,1.21132,1.21156,1
2020-04-27 13:00:00,1.21155,1.21155,1.21075,1.21103,0
2020-04-27 13:05:00,1.2111,1.21119,1.21104,1.21111,1
2020-04-27 13:10:00,1.21111,1.21126,1.21099,1.21112,0
2020-04-27 13:15:00,1.2111,1.2111,1.21074,1.21092,0
2020-04-27 13:20:00,1.21092,1.21092,1.21079,1.21076,1
2020-04-27 13:25:00,1.21076,1.21087,1.2106,1.21064,0
2020-04-27 13:30:00,1.21064,1.21099,1.21064,1.21068,1
2020-04-27 13:35:00,1.21067,1.21086,1.21047,1.2108,0
2020-04-27 13:40:00,1.2108,1.2109,1.21074,1.21085,1
2020-04-27 13:45:00,1.21085,1.21102,1.21077,1.21077,1
2020-04-27 13:50:00,1.21076,1.21119,1.21076,1.21115,0
2020-04-27 13:55:00,1.21115,1.21118,1.21109,1.21117,1
2020-04-27 14:00:00,1.21117,1.21131,1.2111,1.21124,1
2020-04-27 14:05:00,1.21124,1.21154,1.21124,1.21154,1
2020-04-27 14:10:00,1.21154,1.21164,1.21148,1.21156,1
2020-04-27 14:15:00,1.21155,1.21155,1.2115,1.21146,1
2020-04-27 14:20:00,1.21146,1.21161,1.21136,1.21156,0
2020-04-27 14:25:00,1.21155,1.21168,1.21155,1.21164,1
2020-04-27 14:30:00,1.21164,1.21164,1.21149,1.21176,0
2020-04-27 14:35:00,1.21174,1.21179,1.21167,1.21179,1
2020-04-27 14:40:00,1.21178,1.21178,1.21153,1.21167,0
2020-04-27 14:45:00,1.21166,1.21207,1.21166,1.21188,1
2020-04-27 14:50:00,1.21187,1.21193,1.21174,1.21177,1
2020-04-27 14:55:00,1.21176,1.2118,1.2116,1.21156,0
2020-04-27 15:00:00,1.21156,1.21178,1.21156,1.21167,0
2020-04-28 03:00:00,1.21572,1.2161,1.2154,1.21546,1
2020-04-28 03:05:00,1.21547,1.21589,1.21547,1.21584,1
2020-04-28 03:10:00,1.21584,1.21677,1.21584,1.2164,1
2020-04-28 03:15:00,1.2164,1.21679,1.21626,1.21659,1
2020-04-28 03:20:00,1.21657,1.21682,1.21629,1.21657,1
2020-04-28 03:25:00,1.21657,1.21676,1.21632,1.21643,1
2020-04-28 03:30:00,1.21643,1.21643,1.21543,1.21585,0
2020-04-28 03:35:00,1.21584,1.21597,1.21572,1.21563,1
2020-04-28 03:40:00,1.21565,1.21727,1.21565,1.21739,0
2020-04-28 03:45:00,1.21739,1.21803,1.21739,1.21788,1
2020-04-28 03:50:00,1.21786,1.21882,1.21786,1.21856,1
2020-04-28 03:55:00,1.21855,1.21962,1.21855,1.21915,1
2020-04-28 04:00:00,1.21918,1.21966,1.21918,1.21941,1
2020-04-28 04:05:00,1.21941,1.22038,1.21941,1.21964,1
2020-04-28 04:10:00,1.21961,1.21961,1.21846,1.21845,0
2020-04-28 04:15:00,1.21845,1.21845,1.21784,1.21787,0
2020-04-28 04:20:00,1.21791,1.21791,1.21779,1.2172,0
2020-04-28 04:25:00,1.21721,1.21721,1.21685,1.21681,0
2020-04-28 04:30:00,1.21681,1.21681,1.21605,1.21627,0
2020-04-28 04:35:00,1.21627,1.2171,1.21612,1.21695,1
2020-04-28 04:40:00,1.21693,1.21693,1.21603,1.2164,0
2020-04-28 04:45:00,1.21639,1.21735,1.21639,1.21711,1
2020-04-28 04:50:00,1.21712,1.21732,1.21686,1.21736,1
2020-04-28 04:55:00,1.21736,1.21736,1.21685,1.21716,0
2020-04-28 05:00:00,1.21714,1.21756,1.21692,1.21747,1
2020-04-28 05:05:00,1.21749,1.21768,1.21701,1.21712,1
2020-04-28 05:10:00,1.21712,1.21736,1.2169,1.21675,0
2020-04-28 05:15:00,1.21675,1.21708,1.21645,1.21717,0
2020-04-28 05:20:00,1.21718,1.21757,1.21708,1.21692,1
2020-04-28 05:25:00,1.21694,1.21786,1.21671,1.21747,0
2020-04-28 05:30:00,1.21747,1.21786,1.21687,1.2171,1
2020-04-28 05:35:00,1.2171,1.2174,1.21683,1.2172,0
2020-04-28 05:40:00,1.21721,1.21721,1.21577,1.21597,0
2020-04-28 05:45:00,1.21597,1.21678,1.21597,1.21613,1
2020-04-28 05:50:00,1.21613,1.21621,1.21594,1.2159,0
2020-04-28 05:55:00,1.2159,1.2159,1.21526,1.21583,0
2020-04-28 06:00:00,1.21583,1.21612,1.2153,1.21599,1
2020-04-28 06:05:00,1.21599,1.21599,1.21541,1.2155,1
2020-04-28 06:10:00,1.21549,1.21568,1.21526,1.21558,0
2020-04-28 06:15:00,1.21557,1.21557,1.21505,1.21521,0
2020-04-28 06:20:00,1.21522,1.21575,1.21502,1.21573,0
2020-04-28 06:25:00,1.21573,1.21621,1.21573,1.2158,1
2020-04-28 06:30:00,1.2158,1.2158,1.21498,1.215,0
2020-04-28 06:35:00,1.215,1.21623,1.215,1.21619,1
2020-04-28 06:40:00,1.21619,1.21658,1.21598,1.21639,1
2020-04-28 06:45:00,1.21639,1.21664,1.21639,1.21625,1
2020-04-28 06:50:00,1.21627,1.21644,1.21596,1.21586,0
2020-04-28 06:55:00,1.21586,1.21586,1.21522,1.2155,0
2020-04-28 07:00:00,1.2155,1.2155,1.21488,1.21547,0
2020-04-28 07:05:00,1.21547,1.21669,1.21547,1.21662,1
2020-04-28 07:10:00,1.21663,1.21728,1.21663,1.21755,1
2020-04-28 07:15:00,1.21756,1.21778,1.21661,1.21761,0
2020-04-28 07:20:00,1.21761,1.21784,1.21737,1.21753,1
2020-04-28 07:25:00,1.21752,1.21762,1.21704,1.21724,0
2020-04-28 07:30:00,1.21725,1.21725,1.21643,1.21644,0
2020-04-28 07:35:00,1.21646,1.21672,1.21633,1.21639,0
2020-04-28 07:40:00,1.21639,1.21668,1.21639,1.21684,1
2020-04-28 07:45:00,1.21685,1.217,1.21555,1.21559,0
2020-04-28 07:50:00,1.2156,1.21635,1.2156,1.21605,1
2020-04-28 07:55:00,1.21606,1.21606,1.21565,1.21595,1
2020-04-28 08:00:00,1.21592,1.21597,1.21544,1.21566,0
2020-04-28 08:05:00,1.21565,1.21612,1.21565,1.21583,1
2020-04-28 08:10:00,1.21582,1.21582,1.21563,1.21589,0
2020-04-28 08:15:00,1.2159,1.2159,1.21557,1.21556,0
2020-04-28 08:20:00,1.21555,1.2157,1.21526,1.2156,0
2020-04-28 08:25:00,1.21558,1.21562,1.21484,1.2149,0
2020-04-28 08:30:00,1.21491,1.21532,1.2146,1.21523,0
2020-04-28 08:35:00,1.21523,1.2158,1.21523,1.21582,1
2020-04-28 08:40:00,1.21584,1.21596,1.21561,1.21547,1
2020-04-28 08:45:00,1.21547,1.21607,1.21547,1.21538,0
2020-04-28 08:50:00,1.21537,1.21561,1.21511,1.21534,0
2020-04-28 08:55:00,1.21536,1.21536,1.21511,1.2151,-1
2020-04-28 09:00:00,1.21507,1.21507,1.21436,1.21446,0
2020-04-28 09:05:00,1.21447,1.21447,1.21392,1.21374,0
2020-04-28 09:10:00,1.21376,1.21391,1.21346,1.21381,0
2020-04-28 09:15:00,1.21381,1.2139,1.21256,1.21257,0
2020-04-28 09:20:00,1.21257,1.21333,1.21257,1.21358,1
2020-04-28 09:25:00,1.21358,1.21358,1.21298,1.21303,1
2020-04-28 09:30:00,1.21303,1.21303,1.21261,1.21267,0
2020-04-28 09:35:00,1.21267,1.21278,1.21217,1.21246,0
2020-04-28 09:40:00,1.21246,1.21246,1.21193,1.21253,0
2020-04-28 09:45:00,1.21253,1.21253,1.21197,1.21254,1
2020-04-28 09:50:00,1.21254,1.21254,1.21228,1.21255,1
2020-04-28 09:55:00,1.21255,1.21328,1.21255,1.21301,1
